type	abstr_utt	abstr_da	utt	da
apologize	no i want to go to *STOP	"inform(to_stop=""*STREET"")"	no i want to go to Rector Street	*=notfound, to_stop=Rector Street
confirm	can i get a *VEHICLE	"inform(vehicle=""*VEHICLE"")"	can i get a subway	vehicle=subway
apologize	transit itinerary from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	transit itinerary from Marble Hill to World Trade Center	*=notfound, from_stop=Marble Hill, to_stop=World Trade Center
apologize	is there a connection at *NUMBER o'clock *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at eight o'clock am	*=notfound, departure_time=8:00, ampm=am
request	is there a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a connection at three pm	from_stop=?, to_stop=?
apologize	yes i need a connection a *VEHICLE connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")"	yes i need a connection a bus connection from Bowling Green to Herald Square	*=notfound, from_stop=Bowling Green, to_stop=Herald Square, vehicle=bus
reply	what is the next connection	"inform(alternative=""next"")"	what is the next connection	from_stop=Dyckman Street, line=E, direction=Bleecker Street, vehicle=subway, departure_time=10:17am
reply	i would like my departure time at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i would like my departure time at seven pm	direction=Penn Station, departure_time=7:03pm, vehicle=subway, line=L, from_stop=Rockefeller Center
reply	what time will i arrive there	"request(arrival_time=""*ARRIVAL_TIME"")"	what time will i arrive there	arrival_time=3:40pm
reply	i want to arrive at *STOP	"inform(to_stop=""*STOP"")"	i want to arrive at Grand Central	departure_time=6:07pm, from_stop=Houston Street, line=5, direction=Grand Central, vehicle=subway
confirm-request	i'm headed to *STOP	"inform(to_stop=""*STREET"")"	i'm headed to Fulton Street	confirm: to_stop=Fulton Street; request: from_stop=?
reply	at *NUMBER *NUMBER	"inform(departure_time=""*TIME"")"	at eight thirty	departure_time=8:30am, line=M101, vehicle=bus, direction=Franklin Street, from_stop=Bowling Green
apologize	connection from *STOP to *STOP	"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	connection from Grand Central to Bowling Green	*=notfound, from_stop=Grand Central, to_stop=Bowling Green
confirm	at *NUMBER *NUMBER	"inform(departure_time=""*TIME"")"	at ten thirty	departure_time=10:30
apologize	is there an option for *NUMBER o'clock in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an option for three o'clock in the afternoon	*=notfound, departure_time=3:00, ampm=pm
confirm-request	a way to go not by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	a way to go not by subway	confirm: vehicle=subway; request: from_stop=?, to_stop=?
confirm-request	my destination is *STOP	"inform(to_stop=""*STOP"")"	my destination is Union Square	confirm: to_stop=Union Square; request: from_stop=?
reply	so i want to find a connection from *STOP	"inform(from_stop=""*STREET"")"	so i want to find a connection from Roosevelt Island	vehicle=subway, from_stop=Roosevelt Island, departure_time=11:14am, direction=Rector Street, line=4
confirm-request	use *VEHICLE	"inform(vehicle=""*VEHICLE"")"	use subway	confirm: vehicle=subway; request: from_stop=?, to_stop=?
reply	can i change the destination to *STOP	"inform(to_stop=""*STOP"")"	can i change the destination to Marble Hill	line=M4, direction=Marble Hill, vehicle=bus, departure_time=8:10am, from_stop=Dyckman Street
request	use *VEHICLE	"inform(vehicle=""*VEHICLE"")"	use subway	from_stop=?, to_stop=?
apologize	do you have a connection from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	do you have a connection from Columbus Circle to Delancey Street	*=notfound, from_stop=Columbus Circle, to_stop=Delancey Street
confirm	change the destination to *STOP	"inform(to_stop=""*STOP"")"	change the destination to Roosevelt Island	to_stop=Roosevelt Island
confirm-request	*STOP to	"inform(from_stop=""*STREET"")"	Prince Street to	confirm: from_stop=Prince Street; request: to_stop=?
confirm	yes i would like to travel from *STOP and go to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	yes i would like to travel from Roosevelt Island and go to Bleecker Street	from_stop=Roosevelt Island, to_stop=Bleecker Street
reply	is there an alternate route at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternate route at twelve pm	line=3, departure_time=12:15pm, from_stop=Herald Square, vehicle=subway, direction=Canal Street
reply	how long will the ride be	request(distance)	how long will the ride be	distance=0.1 miles
request	i would rather go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would rather go by subway	from_stop=?, to_stop=?
request	can i get an alternative at *NUMBER in the *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	can i get an alternative at ten in the morning	from_stop=?, to_stop=?
confirm-request	i need to find a connection from *STOP queen	"inform(from_stop=""*STREET"")"	i need to find a connection from Penn Station queen	confirm: from_stop=Penn Station; request: to_stop=?
reply	how long is the t-	request(distance)	how long is the t-	distance=10.7 miles
apologize	i prefer to take the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i prefer to take the subway	*=notfound, vehicle=subway
apologize	what if i leave at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	what if i leave at three pm	*=notfound, departure_time=3:00, ampm=pm
request	*VEHICLE line	"inform(vehicle=""*VEHICLE"")"	subway line	from_stop=?, to_stop=?
confirm-request	change to *STOP	"inform(to_stop=""*STREET"")"	change to Port Authority Bus Terminal	confirm: to_stop=Port Authority Bus Terminal; request: from_stop=?
apologize	is there a later option	"inform(alternative=""next"")"	is there a later option	*=notfound, alternative=next
request	yes i like to travel to *STOP	"inform(to_stop=""*STREET"")"	yes i like to travel to Cathedral Parkway	from_stop=?
confirm	to *STOP	"inform(to_stop=""*STREET"")"	to Wall Street	to_stop=Wall Street
confirm-request	connection by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	connection by bus	confirm: vehicle=bus; request: from_stop=?, to_stop=?
reply	time needed	request(duration)	time needed	duration=73 minutes
reply	i need a ride from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STOP"")"	i need a ride from Bowling Green to Bleecker Street	from_stop=Bowling Green, departure_time=9:07am, vehicle=bus, direction=Bleecker Street, line=M3
confirm	at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	at five pm	departure_time=5:00, ampm=pm
reply	i need a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i need a connection at seven pm	direction=Wall Street, from_stop=Park Place, departure_time=7:14pm, line=M79, vehicle=bus
reply	time of arrival	"request(arrival_time=""*ARRIVAL_TIME"")"	time of arrival	arrival_time=12:53pm
request	i would prefer to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i would prefer to go by bus	from_stop=?, to_stop=?
reply	how much time does it take	request(duration)	how much time does it take	duration=41 minutes
reply	travel by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	travel by bus	vehicle=bus, direction=Park Place, departure_time=7:09pm, from_stop=City Hall, line=M116
confirm	is there an alternate route at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternate route at two pm	departure_time=2:00, ampm=pm
confirm	is there another connection after	"inform(alternative=""next"")"	is there another connection after	alternative=next
reply	yes i am travelling from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes i am travelling from Columbia University to Rector Street	line=M79, departure_time=6:01pm, direction=Rector Street, from_stop=Columbia University, vehicle=bus
confirm	i want to go depart from *STOP to *STOP	"confirm(from_stop=""*STOP"")&inform(to_stop=""*STOP"")"	i want to go depart from World Trade Center to Cortlandt Street	from_stop=World Trade Center, to_stop=Cortlandt Street
apologize	is there an alternate route at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	is there an alternate route at three pm	*=notfound, departure_time=3:00, ampm=pm
reply	how long will it take and what time will i get to the destination	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	how long will it take and what time will i get to the destination	duration=27 minutes, arrival_time=9:04am
request	i need information about a *NUMBER o'clock ride but	"inform(departure_time=""*TIME"")"	i need information about a two o'clock ride but	from_stop=?, to_stop=?
reply	how long will it take to get to the destination and what time will i get there	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	how long will it take to get to the destination and what time will i get there	duration=49 minutes, arrival_time=10:30pm
reply	i would like *NUMBER o'clock *VEHICLE to *STOP	"inform(to_stop=""*STOP"")&inform(departure_time=""*TIME"")&inform(vehicle=""*VEHICLE"")"	i would like three o'clock subway to Washington Square	from_stop=Bowery, departure_time=3:12pm, vehicle=subway, line=2, direction=Washington Square
reply	i want to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	i want to go from Prince Street to Washington Square	vehicle=bus, line=M11, from_stop=Prince Street, departure_time=7:05am, direction=Washington Square
reply	from *STOP 	"inform(from_stop=""*STREET"")"	from Rector Street 	departure_time=7:08am, from_stop=Rector Street, line=M96, vehicle=bus, direction=Roosevelt Island
reply	i need to find a connection from *STOP queen	"inform(from_stop=""*STREET"")"	i need to find a connection from Grand Street queen	vehicle=bus, from_stop=Grand Street, line=M100, direction=Inwood, departure_time=7:14am
reply	yes i would like to leave later at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	yes i would like to leave later at one pm	direction=Bowling Green, departure_time=1:11pm, line=M100, vehicle=bus, from_stop=Cortlandt Street
confirm-request	is there a schedule at *NUMBER o'clock in the *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	is there a schedule at six o'clock in the evening	confirm: departure_time=6:00, ampm=pm; request: from_stop=?, to_stop=?
apologize	is there a connection in *NUMBER minutes	"inform(departure_time_rel=""*DEPARTURE_TIME_REL"")"	is there a connection in fifteen minutes	*=notfound, departure_time_rel=0:15
reply	and what time will i arrive	"request(arrival_time=""*ARRIVAL_TIME"")"	and what time will i arrive	arrival_time=2:29pm
apologize	yeah i do want to depart from *STOP	"confirm(from_stop=""*STREET"")"	yeah i do want to depart from Park Place	*=notfound, from_stop=Park Place
reply	okay what if i'd rather ride the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	okay what if i'd rather ride the bus	vehicle=bus, line=M86, departure_time=7:19pm, from_stop=City Hall, direction=Columbia University
confirm	how to travel from *STOP	"inform(from_stop=""*STREET"")"	how to travel from Washington Square	from_stop=Washington Square
reply	what time will i reach my destination	"request(arrival_time=""*ARRIVAL_TIME"")"	what time will i reach my destination	arrival_time=4:16pm
confirm-request	i need a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i need a connection at seven pm	confirm: departure_time=7:00, ampm=pm; request: from_stop=?, to_stop=?
apologize	i want to go to *STOP by 	"inform(to_stop=""*STREET"")"	i want to go to Dyckman Street by 	*=notfound, to_stop=Dyckman Street
request	but i want to go by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	but i want to go by bus	from_stop=?, to_stop=?
confirm-request	no *NUMBER *AMPM	"inform(ampm=""*AMPM"")"	no *NUMBER pm	confirm: ampm=pm; request: from_stop=?, to_stop=?
reply	i'd like to go from *STOP to the	"inform(from_stop=""*STOP"")"	i'd like to go from Broad Street to the	vehicle=subway, departure_time=7:00am, direction=Chambers Street, line=A, from_stop=Broad Street
request	i want to travel to *STOP	"inform(to_stop=""*STREET"")"	i want to travel to East Broadway	from_stop=?
apologize	yes transit itinerary from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	yes transit itinerary from Rockefeller Center to Washington Square	*=notfound, from_stop=Rockefeller Center, to_stop=Washington Square
reply	distance of the trip	request(distance)	distance of the trip	distance=4.6 miles
apologize	i need a connection by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i need a connection by bus	*=notfound, vehicle=bus
reply	i need a public transit route from departing from *STOP	"inform(from_stop=""*STREET"")"	i need a public transit route from departing from Bleecker Street	departure_time=11:15am, from_stop=Bleecker Street, vehicle=bus, line=M42, direction=Broad Street
reply	what's the arrival time at the destination	"request(arrival_time=""*ARRIVAL_TIME"")"	what's the arrival time at the destination	arrival_time=2:19pm
confirm	an alternative at *NUMBER *AMPM by *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	an alternative at eight pm by subway	departure_time=8:00, ampm=pm, vehicle=subway
reply	i want to go from *STOP	"inform(from_stop=""*STOP"")"	i want to go from Union Square	line=5, direction=Lincoln Center, vehicle=subway, departure_time=4:08pm, from_stop=Union Square
apologize	prefer to use the *VEHICLE	"inform(vehicle=""*VEHICLE"")"	prefer to use the bus	*=notfound, vehicle=bus
apologize	i would like a ride at *NUMBER *AMPM and would like to take the *VEHICLE	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")&inform(vehicle=""*VEHICLE"")"	i would like a ride at eight pm and would like to take the subway	*=notfound, departure_time=8:00, ampm=pm, vehicle=subway
confirm	i need a *VEHICLE connection	"inform(vehicle=""*VEHICLE"")"	i need a bus connection	vehicle=bus
confirm	for *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	for eight am	departure_time=8:00, ampm=am
confirm	search for a route *NUMBER *AMPM to *STOP	"inform(to_stop=""*STREET"")&inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	search for a route nine am to World Trade Center	to_stop=World Trade Center, departure_time=9:00, ampm=am
