type	abstr_utt	abstr_da	utt	da
reply	what is the duration and arrival time	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	what is the duration and arrival time	duration=53 minutes, arrival_time=9:11am
reply	what is the duration of the trip	request(duration)	what is the duration of the trip	duration=48 minutes
reply	what is the time needed and the arrival time	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	what is the time needed and the arrival time	duration=25 minutes, arrival_time=12:29pm
reply	what is the travel time	request(duration)	what is the travel time	duration=66 minutes
reply	when is the arrival time	"request(arrival_time=""*ARRIVAL_TIME"")"	when is the arrival time	arrival_time=7:40pm
reply	transit itinerary from *STOP	"inform(from_stop=""*STREET"")"	transit itinerary from East Broadway	line=M102, vehicle=bus, direction=Columbia University, departure_time=8:17am, from_stop=East Broadway
apologize	transit itinerary from *STOP	"inform(from_stop=""*STREET"")"	transit itinerary from Delancey Street	*=notfound, from_stop=Delancey Street
request	transit itinerary from *STOP	"inform(from_stop=""*STREET"")"	transit itinerary from Penn Station	to_stop=?
confirm-request	transit itinerary from *STOP	"inform(from_stop=""*STREET"")"	transit itinerary from Delancey Street	confirm: from_stop=Delancey Street; request: to_stop=?
confirm	transit itinerary from *STOP	"inform(from_stop=""*STREET"")"	transit itinerary from Delancey Street	from_stop=Delancey Street
reply	transit itinerary from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	transit itinerary from Park Place to Central Park	departure_time=11:16pm, vehicle=subway, from_stop=Park Place, line=B, direction=Central Park
apologize	transit itinerary from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	transit itinerary from Cortlandt Street to Dyckman Street	*=notfound, from_stop=Cortlandt Street, to_stop=Dyckman Street
confirm	transit itinerary from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")"	transit itinerary from Roosevelt Island to Essex Street	from_stop=Roosevelt Island, to_stop=Essex Street
reply	i'd like to depart from *STOP	"confirm(from_stop=""*STREET"")"	i'd like to depart from Penn Station	line=M7, direction=Cortlandt Street, departure_time=8:01pm, from_stop=Penn Station, vehicle=bus
apologize	i'd like to depart from *STOP	"confirm(from_stop=""*STREET"")"	i'd like to depart from Lincoln Center	*=notfound, from_stop=Lincoln Center
request	i'd like to depart from *STOP	"confirm(from_stop=""*STREET"")"	i'd like to depart from Cathedral Parkway	to_stop=?
confirm-request	i'd like to depart from *STOP	"confirm(from_stop=""*STREET"")"	i'd like to depart from City Hall	confirm: from_stop=City Hall; request: to_stop=?
confirm	i'd like to depart from *STOP	"confirm(from_stop=""*STREET"")"	i'd like to depart from City Hall	from_stop=City Hall
reply	i'd like to go for a trip from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i'd like to go for a trip from Wall Street to Bryant Park	departure_time=10:10am, vehicle=bus, direction=Bryant Park, from_stop=Wall Street, line=M15
apologize	i'd like to go for a trip from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i'd like to go for a trip from Bryant Park to Rockefeller Center	*=notfound, to_stop=Rockefeller Center, from_stop=Bryant Park
confirm	i'd like to go for a trip from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i'd like to go for a trip from Central Park to Houston Street	to_stop=Houston Street, from_stop=Central Park
reply	i'd like to leave at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i'd like to leave at seven am	direction=World Trade Center, from_stop=Penn Station, vehicle=bus, departure_time=7:06am, line=M101
apologize	i'd like to leave at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i'd like to leave at two pm	*=notfound, departure_time=2:00, ampm=pm
request	i'd like to leave at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i'd like to leave at twelve pm	from_stop=?, to_stop=?
confirm-request	i'd like to leave at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i'd like to leave at nine pm	confirm: departure_time=9:00, ampm=pm; request: from_stop=?, to_stop=?
confirm	i'd like to leave at *NUMBER *AMPM	"inform(departure_time=""*TIME"")&inform(ampm=""*AMPM"")"	i'd like to leave at nine pm	departure_time=9:00, ampm=pm
reply	how long does it take	request(duration)	how long does it take	duration=11 minutes
reply	how long does it take to get there	request(duration)	how long does it take to get there	duration=33 minutes
reply	how long does that take 	request(duration)	how long does that take 	duration=73 minutes
reply	how long does that take	request(duration)	how long does that take	duration=66 minutes
reply	how long does the trip take	request(duration)	how long does the trip take	duration=70 minutes
reply	how long is the t-	request(distance)	how long is the t-	distance=11.5 miles
reply	how long is the trip	request(duration)&request(distance)	how long is the trip	distance=9.8 miles, duration=16 minutes
reply	how long	request(distance)	how long	distance=7.9 miles
reply	how long the trip will take	request(duration)	how long the trip will take	duration=51 minutes
reply	how long will it take and what time will i arrive	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	how long will it take and what time will i arrive	duration=71 minutes, arrival_time=1:50pm
reply	how long will it take and what time will i get to the destination	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	how long will it take and what time will i get to the destination	duration=51 minutes, arrival_time=1:42pm
reply	how long will it take me to get there	request(duration)	how long will it take me to get there	duration=30 minutes
reply	how long will it take	request(duration)	how long will it take	duration=76 minutes
reply	how long will it take to get there on the *VEHICLE	"inform(vehicle=""*VEHICLE"")&request(duration)"	how long will it take to get there on the subway	duration=76 minutes
confirm-reply	how long will it take to get there on the *VEHICLE	"inform(vehicle=""*VEHICLE"")&request(duration)"	how long will it take to get there on the subway	confirm: vehicle=subway; reply: duration=76 minutes
confirm	how long will it take to get there on the *VEHICLE	"inform(vehicle=""*VEHICLE"")&request(duration)"	how long will it take to get there on the subway	vehicle=subway
reply	how long will it take to get there	request(duration)	how long will it take to get there	duration=49 minutes
reply	how long will it take to get to my destination	request(duration)	how long will it take to get to my destination	duration=60 minutes
reply	how long will it take to get to *STOP	"inform(to_stop=""*STOP"")&request(duration)"	how long will it take to get to Times Square	duration=47 minutes
confirm-reply	how long will it take to get to *STOP	"inform(to_stop=""*STOP"")&request(duration)"	how long will it take to get to Rector Street	confirm: to_stop=Rector Street; reply: duration=47 minutes
confirm	how long will it take to get to *STOP	"inform(to_stop=""*STOP"")&request(duration)"	how long will it take to get to Rector Street	to_stop=Rector Street
reply	how long will it take to get to *STOP to	"inform(to_stop=""*STOP"")&request(duration)"	how long will it take to get to Lincoln Center to	duration=79 minutes
confirm-reply	how long will it take to get to *STOP to	"inform(to_stop=""*STOP"")&request(duration)"	how long will it take to get to Astor Place to	confirm: to_stop=Astor Place; reply: duration=79 minutes
confirm	how long will it take to get to *STOP to	"inform(to_stop=""*STOP"")&request(duration)"	how long will it take to get to Astor Place to	to_stop=Astor Place
reply	how long will it take to get to *STOP from *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STREET"")&request(duration)"	how long will it take to get to Inwood from Times Square	duration=65 minutes
confirm-reply	how long will it take to get to *STOP from *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STREET"")&request(duration)"	how long will it take to get to Delancey Street from Bowling Green	confirm: to_stop=Delancey Street, from_stop=Bowling Green; reply: duration=65 minutes
confirm	how long will it take to get to *STOP from *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STREET"")&request(duration)"	how long will it take to get to Delancey Street from Bowling Green	to_stop=Delancey Street, from_stop=Bowling Green
reply	how long will it take to get to the destination and what time will i get there	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	how long will it take to get to the destination and what time will i get there	duration=77 minutes, arrival_time=8:20pm
reply	how long will it take to get to the destination and what time will you get there	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	how long will it take to get to the destination and what time will you get there	duration=68 minutes, arrival_time=4:49pm
reply	how long will it take to get to the destination	request(duration)	how long will it take to get to the destination	duration=66 minutes
reply	how long will it take to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&request(duration)"	how long will it take to go from Astor Place to Bleecker Street	duration=51 minutes
confirm-reply	how long will it take to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&request(duration)"	how long will it take to go from Canal Street to Herald Square	confirm: from_stop=Canal Street, to_stop=Herald Square; reply: duration=51 minutes
confirm	how long will it take to go from *STOP to *STOP	"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")&request(duration)"	how long will it take to go from Canal Street to Herald Square	from_stop=Canal Street, to_stop=Herald Square
reply	how long will it take to reach the destination	request(duration)	how long will it take to reach the destination	duration=37 minutes
reply	how long will it take to re-	request(duration)	how long will it take to re-	duration=54 minutes
reply	how long will it take when will i be there	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	how long will it take when will i be there	duration=57 minutes, arrival_time=1:30pm
reply	how long will it t-	request(distance)	how long will it t-	distance=2.2 miles
reply	how long will that take	request(duration)	how long will that take	duration=33 minutes
reply	how long will that trip take	request(duration)	how long will that trip take	duration=13 minutes
reply	how long will the journey take and when will i get there	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	how long will the journey take and when will i get there	duration=70 minutes, arrival_time=2:47pm
reply	how long will the journey take	request(duration)	how long will the journey take	duration=40 minutes
reply	how long will the ride be	request(distance)	how long will the ride be	distance=6.3 miles
reply	how long will the ride take	request(duration)	how long will the ride take	duration=47 minutes
reply	how long will the trip take	request(duration)	how long will the trip take	duration=53 minutes
reply	i'm looking for a public transit route from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i'm looking for a public transit route from Central Park to Essex Street	from_stop=Central Park, departure_time=8:03pm, direction=Essex Street, vehicle=bus, line=M96
apologize	i'm looking for a public transit route from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i'm looking for a public transit route from City Hall to Port Authority Bus Terminal	*=notfound, to_stop=Port Authority Bus Terminal, from_stop=City Hall
confirm	i'm looking for a public transit route from *STOP to *STOP	"inform(to_stop=""*STREET"")&inform(from_stop=""*STOP"")"	i'm looking for a public transit route from Inwood to Grand Central	to_stop=Grand Central, from_stop=Inwood
reply	how much time does it take	request(duration)	how much time does it take	duration=23 minutes
reply	how much time does that take	request(duration)	how much time does that take	duration=36 minutes
reply	how much time is needed and what is the arrival time	"request(arrival_time=""*ARRIVAL_TIME"")&request(duration)"	how much time is needed and what is the arrival time	duration=73 minutes, arrival_time=7:32am
reply	how much time is needed for the journey and	request(duration)	how much time is needed for the journey and	duration=24 minutes
reply	how much time is needed for the ride	request(duration)	how much time is needed for the ride	duration=39 minutes
reply	how much time is needed	request(duration)	how much time is needed	duration=69 minutes
reply	how much time will it take	request(duration)	how much time will it take	duration=75 minutes
reply	change my destination to *STOP	"inform(to_stop=""*STOP"")"	change my destination to Fulton Street	vehicle=subway, departure_time=4:00pm, from_stop=Bryant Park, direction=Fulton Street, line=D
apologize	change my destination to *STOP	"inform(to_stop=""*STOP"")"	change my destination to Cortlandt Street	*=notfound, to_stop=Cortlandt Street
request	change my destination to *STOP	"inform(to_stop=""*STOP"")"	change my destination to Broad Street	from_stop=?
confirm-request	change my destination to *STOP	"inform(to_stop=""*STOP"")"	change my destination to Grand Street	confirm: to_stop=Grand Street; request: from_stop=?
confirm	change my destination to *STOP	"inform(to_stop=""*STOP"")"	change my destination to Grand Street	to_stop=Grand Street
reply	what's my arrival time	"request(arrival_time=""*ARRIVAL_TIME"")"	what's my arrival time	arrival_time=4:24pm
reply	i need a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i need a connection at nine pm	departure_time=9:10pm, from_stop=Astor Place, vehicle=subway, direction=Canal Street, line=G
apologize	i need a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i need a connection at ten pm	*=notfound, departure_time=10:00, ampm=pm
request	i need a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i need a connection at three pm	from_stop=?, to_stop=?
confirm-request	i need a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i need a connection at ten am	confirm: departure_time=10:00, ampm=am; request: from_stop=?, to_stop=?
confirm	i need a connection at *NUMBER *AMPM	"inform(departure_time=""*DEPARTURE_TIME"")&inform(ampm=""*AMPM"")"	i need a connection at ten am	departure_time=10:00, ampm=am
reply	i need a connection by *VEHICLE	"inform(vehicle=""*VEHICLE"")"	i need a connection by subway	direction=Essex Street, departure_time=11:02pm, vehicle=subway, from_stop=Rector Street, line=L
